TICKER,CIK,NAME,EXCHANGE
IMMX,0001873835,"Immix Biopharma, Inc.",Nasdaq
AACI,0001844817,Armada Acquisition Corp. I,Nasdaq
NRAC,0001831964,NORTHERN REVIVAL ACQUISITION Corp,Nasdaq
AZREF,0001633438,Azure Power Global Ltd,OTC
GTHX,0001560241,"G1 Therapeutics, Inc.",Nasdaq
ARYD,0001838821,ARYA Sciences Acquisition Corp IV,Nasdaq
CMLS,0001058623,CUMULUS MEDIA INC,Nasdaq
ORMP,0001176309,ORAMED PHARMACEUTICALS INC.,Nasdaq
FOA,0001828937,Finance of America Companies Inc.,NYSE
USCT,0001860514,Roth CH Acquisition Co.,Nasdaq
AWCA,0001021917,"Awaysis Capital, Inc.",OTC
KANP,0001230058,KAANAPALI LAND LLC,OTC
MAYS,0000054187,MAYS J W INC,Nasdaq
EAC,0001832765,Edify Acquisition Corp.,Nasdaq
TSVT,0001860782,"2seventy bio, Inc.",Nasdaq
STG,0001723935,Sunlands Technology Group,NYSE
TMTC,0001879851,TMT Acquisition Corp.,Nasdaq
SPGX,0001500305,Sustainable Projects Group Inc.,OTC
SND,0001529628,"Smart Sand, Inc.",Nasdaq
FKYS,0000737875,FIRST KEYSTONE CORP,OTC
SANG,0001753368,Sangoma Technologies Corp,Nasdaq
PRPL,0001643953,"Purple Innovation, Inc.",Nasdaq
GMGI,0001437925,"Golden Matrix Group, Inc.",Nasdaq
LIVE,0001045742,LIVE VENTURES Inc,Nasdaq
TATT,0000808439,TAT TECHNOLOGIES LTD,Nasdaq
ACNT,0000095953,ASCENT INDUSTRIES CO.,Nasdaq
ZFOX,0001823575,"ZeroFox Holdings, Inc.",Nasdaq
NYMXF,0001018735,NYMOX PHARMACEUTICAL CORP,OTC
LTRPA,0001606745,"Liberty TripAdvisor Holdings, Inc.",OTC
TGLO,0001066684,THEGLOBE COM INC,OTC
BHAC,0001851612,Focus Impact BH3 Acquisition Co,Nasdaq
IPVF,0001839610,InterPrivate III Financial Partners Inc.,NYSE
CCCC,0001662579,"C4 Therapeutics, Inc.",Nasdaq
VTSI,0001085243,"VirTra, Inc",Nasdaq
HYPR,0001833769,"Hyperfine, Inc.",Nasdaq
MDWD,0001593984,MediWound Ltd.,Nasdaq
TMNA,0001648365,"AGRI-FINTECH HOLDINGS, INC.",OTC
HRBR,0000899394,"HARBOR DIVERSIFIED, INC.",OTC
TPZ,0001408201,TORTOISE POWER & ENERGY INFRASTRUCTURE FUND INC,NYSE
UCL,0001775898,uCloudlink Group Inc.,Nasdaq
TKNO,0001850902,"Alpha Teknova, Inc.",Nasdaq
BEEM,0001398805,Beam Global,Nasdaq
GBIO,0001733294,Generation Bio Co.,Nasdaq
IVCP,0001845123,Swiftmerge Acquisition Corp.,Nasdaq
APAC,0001844981,StoneBridge Acquisition Corp.,Nasdaq
ZHYBF,0001672886,Zhong Yuan Bio-Technology Holdings Ltd,OTC
NGLD,0001605481,Nevada Canyon Gold Corp.,OTC
GNT,0001438893,"GAMCO Natural Resources, Gold & Income Trust",NYSE
BRAC,0001865120,Broad Capital Acquisition Corp,Nasdaq
IPSC,0001850119,"Century Therapeutics, Inc.",Nasdaq
BACA,0001869673,Berenson Acquisition Corp. I,NYSE
TRVI,0001563880,"Trevi Therapeutics, Inc.",Nasdaq
HMNF,0000921183,HMN FINANCIAL INC,Nasdaq
VGI,0001528811,Virtus Global Multi-Sector Income Fund,NYSE
ERH,0001279014,ALLSPRING UTILITIES & HIGH INCOME FUND,NYSE
OPOF,0000740971,OLD POINT FINANCIAL CORP,Nasdaq
PRPH,0000868278,"ProPhase Labs, Inc.",Nasdaq
DUET,0001890671,DUET Acquisition Corp.,Nasdaq
CHHE,0001309057,"China Health Industries Holdings, Inc.",OTC
FOTB,0001099668,"FIRST OTTAWA BANCSHARES, INC",OTC
QNBC,0000750558,QNB CORP,OTC
RCAC,0001874218,Revelstone Capital Acquisition Corp.,Nasdaq
TUP,0001008654,TUPPERWARE BRANDS CORP,NYSE
KITT,0001849820,"Nauticus Robotics, Inc.",Nasdaq
LVLU,0001780201,"Lulu's Fashion Lounge Holdings, Inc.",Nasdaq
PWFL,0001774170,"PowerFleet, Inc.",Nasdaq
NXG,0001506488,NXG NextGen Infrastructure Income Fund,NYSE
OCAX,0001820175,OCA Acquisition Corp.,Nasdaq
TORO,0001941131,TORO CORP.,Nasdaq
GDST,0001858007,Goldenstone Acquisition Ltd.,Nasdaq
PUCK,0001836100,Goal Acquisitions Corp.,Nasdaq
FICV,0001855693,Frontier Investment Corp,Nasdaq
GLST,0001922331,Global Star Acquisition Inc.,Nasdaq
HRGN,0001563665,"Harvard Apparatus Regenerative Technology, Inc.",OTC
ASPI,0001921865,ASP Isotopes Inc.,Nasdaq
PFIE,0001289636,PROFIRE ENERGY INC,Nasdaq
MYO,0001369290,"MYOMO, INC.",NYSE
FORA,0001829280,Forian Inc.,Nasdaq
BCAB,0001826892,"BioAtla, Inc.",Nasdaq
OCCI,0001716951,"OFS Credit Company, Inc.",Nasdaq
SMGI,0001426506,SMG Industries Inc.,OTC
TAYD,0000096536,TAYLOR DEVICES INC,Nasdaq
BUJA,0001956055,Bukit Jalil Global Acquisition 1 Ltd.,Nasdaq
VERI,0001615165,"Veritone, Inc.",Nasdaq
ADES,0001515156,"Advanced Emissions Solutions, Inc.",Nasdaq
PTZH,0001627469,"Photozou Holdings, Inc.",OTC
ZEPP,0001720446,Zepp Health Corp,NYSE
FCO,0000876717,"ABRDN GLOBAL INCOME FUND, INC.",NYSE
PROV,0001010470,PROVIDENT FINANCIAL HOLDINGS INC,Nasdaq
BPT,0000850033,BP PRUDHOE BAY ROYALTY TRUST,NYSE
VATE,0001006837,INNOVATE Corp.,NYSE
CETU,0001936702,Cetus Capital Acquisition Corp.,Nasdaq
LFVN,0000849146,Lifevantage Corp,Nasdaq
ASCB,0001876716,ASPAC II Acquisition Corp.,Nasdaq
CONN,0001223389,CONNS INC,Nasdaq
BWAY,0001505065,Brainsway Ltd.,Nasdaq
NXC,0000885732,NUVEEN CALIFORNIA SELECT TAX FREE INCOME PORTFOLIO,NYSE
SOTK,0000806172,SONO TEK CORP,Nasdaq
ELTK,0001024672,ELTEK LTD,Nasdaq
PBHC,0001609065,"Pathfinder Bancorp, Inc.",Nasdaq
MIST,0001408443,Milestone Pharmaceuticals Inc.,Nasdaq
OAKU,0001945422,Oak Woods Acquisition Corp,Nasdaq
CMU,0000809844,MFS HIGH YIELD MUNICIPAL TRUST,NYSE
AEAE,0001852016,AltEnergy Acquisition Corp,Nasdaq
LINK,0000828146,INTERLINK ELECTRONICS INC,Nasdaq
CPTP,0000202947,CAPITAL PROPERTIES INC /RI/,OTC
LIBY,0001880151,Liberty Resources Acquisition Corp.,Nasdaq
YOTA,0001907730,Yotta Acquisition Corp,Nasdaq
NUBI,0001881551,Nubia Brand International Corp.,Nasdaq
PFX,0001490349,PhenixFIN Corp,Nasdaq
SRV,0001400897,NXG Cushing Midstream Energy Fund,NYSE
GGAAF,0001865697,Genesis Growth Tech Acquisition Corp.,OTC
FEIM,0000039020,FREQUENCY ELECTRONICS INC,Nasdaq
DERM,0001867066,Journey Medical Corp,Nasdaq
PNI,0001170311,PIMCO NEW YORK MUNICIPAL INCOME FUND II,NYSE
AIU,0001722380,Meta Data Ltd,NYSE
PGP,0001318025,PIMCO Global StocksPLUS & Income Fund,NYSE
OPRT,0001538716,Oportun Financial Corp,Nasdaq
SWSS,0001838000,Clean Energy Special Situations Corp.,Nasdaq
APYX,0000719135,Apyx Medical Corp,Nasdaq
CREEF,0001851230,Crescera Capital Acquisition Corp.,OTC
MULN,0001499961,MULLEN AUTOMOTIVE INC.,Nasdaq
RFAC,0001847607,RF Acquisition Corp.,Nasdaq
DTF,0000879535,DTF TAX-FREE INCOME 2028 TERM FUND INC,NYSE
GECC,0001675033,Great Elm Capital Corp.,Nasdaq
GTAC,0001848821,Global Technology Acquisition Corp. I,Nasdaq
CULL,0001845799,"Cullman Bancorp, Inc. /MD/",Nasdaq
GBBK,0001894951,Global Blockchain Acquisition Corp.,Nasdaq
VHAQ,0001823857,Viveon Health Acquisition Corp.,NYSE
GROV,0001841761,"Grove Collaborative Holdings, Inc.",NYSE
USGO,0001947244,U.S. GoldMining Inc.,Nasdaq
SIEB,0000065596,SIEBERT FINANCIAL CORP,Nasdaq
AXDX,0000727207,"Accelerate Diagnostics, Inc",Nasdaq
OXBC,0001473086,Oxford Bank Corp,OTC
SGII,0001869824,Seaport Global Acquisition II Corp.,Nasdaq
PED,0001141197,PEDEVCO CORP,NYSE
ERDCF,0001398972,Erdene Resource Development Corp,OTC
INAQ,0001862463,Insight Acquisition Corp. /DE,Nasdaq
JHAA,0001753217,Nuveen Corporate Income 2023 Target Term Fund,NYSE
GNSS,0000924383,Genasys Inc.,Nasdaq
NRT,0000072633,NORTH EUROPEAN OIL ROYALTY TRUST,NYSE
SUP,0000095552,SUPERIOR INDUSTRIES INTERNATIONAL INC,NYSE
ESOA,0001357971,Energy Services of America CORP,Nasdaq
GLU,0001282957,GABELLI GLOBAL UTILITY & INCOME TRUST,NYSE
WFCF,0001360565,"Where Food Comes From, Inc.",Nasdaq
JEQ,0000866095,"ABRDN JAPAN EQUITY FUND, INC.",NYSE
CSBR,0000771856,"CHAMPIONS ONCOLOGY, INC.",Nasdaq
BGI,0001179821,BIRKS GROUP INC.,NYSE
BCTX,0001610820,BriaCell Therapeutics Corp.,Nasdaq
SGMO,0001001233,"SANGAMO THERAPEUTICS, INC",Nasdaq
FRLA,0001849294,Fortune Rise Acquisition Corp,Nasdaq
DAVE,0001841408,Dave Inc./DE,Nasdaq
FEXD,0001852407,Fintech Ecosystem Development Corp.,Nasdaq
GSVRF,0000865400,GUANAJUATO SILVER CO LTD,OTC
OXUS,0001852973,Oxus Acquisition Corp.,Nasdaq
AE,0000002178,"ADAMS RESOURCES & ENERGY, INC.",NYSE
ARMP,0000921114,"Armata Pharmaceuticals, Inc.",NYSE
LIVB,0001875257,LIV Capital Acquisition Corp. II,Nasdaq
OMEX,0000798528,ODYSSEY MARINE EXPLORATION INC,Nasdaq
ATPC,0001713210,Agape ATP Corp,Nasdaq
TRON,0001847513,CORNER GROWTH ACQUISITION CORP. 2,Nasdaq
AUBN,0000750574,"AUBURN NATIONAL BANCORPORATION, INC",Nasdaq
TSBX,0001764974,Turnstone Biologics Corp.,Nasdaq
TETE,0001900679,Technology & Telecommunication Acquisition Corp,Nasdaq
FFMGF,0001641229,First Mining Gold Corp.,OTC
KVSA,0001841873,Khosla Ventures Acquisition Co.,Nasdaq
TPST,0001544227,"Tempest Therapeutics, Inc.",Nasdaq
RGF,0001871149,"Real Good Food Company, Inc.",Nasdaq
GP,0001584547,GREENPOWER MOTOR Co INC.,Nasdaq
NINE,0001532286,"Nine Energy Service, Inc.",NYSE
DOMA,0001722438,"Doma Holdings, Inc.",NYSE
PMHG,0001586454,Prime Meridian Holding Co,OTC
UNG,0001376227,"United States Natural Gas Fund, LP",NYSE
BWAQ,0001878074,Blue World Acquisition Corp,Nasdaq
APLM,0001944885,Apollomics Inc.,Nasdaq
DECA,0001913577,Denali Capital Acquisition Corp.,Nasdaq
SCX,0000093676,STARRETT L S CO,NYSE
CBAT,0001117171,"CBAK Energy Technology, Inc.",Nasdaq
CRVS,0001626971,"Corvus Pharmaceuticals, Inc.",Nasdaq
CATX,0000728387,"Perspective Therapeutics, Inc.",NYSE
TMQ,0001543418,Trilogy Metals Inc.,NYSE
SNDA,0001043000,"SONIDA SENIOR LIVING, INC.",NYSE
CENN,0001707919,CENNTRO ELECTRIC GROUP Ltd,Nasdaq
ENBP,0001437479,ENB Financial Corp,OTC
KRON,0001741830,"Kronos Bio, Inc.",Nasdaq
FORL,0001936255,Four Leaf Acquisition Corp,Nasdaq
IOBT,0001865494,"IO Biotech, Inc.",Nasdaq
AREN,0000894871,"Arena Group Holdings, Inc.",NYSE
EDF,0001501103,Virtus Stone Harbor Emerging Markets Income Fund,NYSE
MAQC,0001844419,Maquia Capital Acquisition Corp,Nasdaq
EFHT,0001922858,EF Hutton Acquisition Corp I,Nasdaq
BHAT,0001759136,Blue Hat Interactive Entertainment Technology,Nasdaq
SGMT,0001400118,Sagimet Biosciences Inc.,Nasdaq
RBKB,0001751783,"Rhinebeck Bancorp, Inc.",Nasdaq
JSPR,0001788028,"Jasper Therapeutics, Inc.",Nasdaq
AGSS,0001514443,"AMERIGUARD SECURITY SERVICES, INC.",OTC
AFMD,0001608390,Affimed N.V.,Nasdaq
ELYM,0001768446,"Eliem Therapeutics, Inc.",Nasdaq
FTCI,0001828161,"FTC Solar, Inc.",Nasdaq
ZKGCF,0001896511,ZKGC New Energy Ltd,OTC
CODA,0001334325,"Coda Octopus Group, Inc.",Nasdaq
HLCO,0001441082,Healing Co Inc.,OTC
IRME,0001839133,"IR-Med, Inc.",OTC
APGT,0001353538,"Appgate, Inc.",OTC
FHLT,0001851182,Future Health ESG Corp.,Nasdaq
GMFI,0001866547,Aetherium Acquisition Corp,Nasdaq
CEV,0001074692,EATON VANCE CALIFORNIA MUNICIPAL INCOME TRUST,NYSE
LIFE,0001339970,aTYR PHARMA INC,Nasdaq
GAN,0001799332,GAN Ltd,Nasdaq
NTZ,0000900391,NATUZZI S P A,NYSE
RSSS,0001386301,"Research Solutions, Inc.",Nasdaq
GLT,0000041719,Glatfelter Corp,NYSE
PSNL,0001527753,"Personalis, Inc.",Nasdaq
CMCM,0001597835,Cheetah Mobile Inc.,NYSE
BDCO,0000793306,BLUE DOLPHIN ENERGY CO,OTC
TACT,0001017303,TRANSACT TECHNOLOGIES INC,Nasdaq
PXPC,0001785493,Phoenix Plus Corp.,OTC
GGROU,0001489874,Golden Growers Cooperative,OTC
PBAX,0001870404,PHOENIX BIOTECH ACQUISITION CORP.,Nasdaq
SFDL,0000818677,SECURITY FEDERAL CORP,OTC
PVL,0001520048,Permianville Royalty Trust,NYSE
DIST,0001818605,Distoken Acquisition Corp,Nasdaq
GAIA,0001089872,"GAIA, INC",Nasdaq
THM,0001134115,INTERNATIONAL TOWER HILL MINES LTD,NYSE
BYFC,0001001171,BROADWAY FINANCIAL CORP \DE\,Nasdaq
UNIB,0000811211,UNIVERSITY BANCORP INC /DE/,OTC
BCHG,0001732409,Grayscale Bitcoin Cash Trust (BCH),OTC
BFNH,0001310488,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",OTC
STIX,0001896049,"Semantix, Inc.",Nasdaq
CDTX,0001610618,"Cidara Therapeutics, Inc.",Nasdaq
BNED,0001634117,"Barnes & Noble Education, Inc.",NYSE
MIRA,0001904286,"MIRA PHARMACEUTICALS, INC.",Nasdaq
PXLW,0001040161,"PIXELWORKS, INC",Nasdaq
UEEC,0001096938,"United Health Products, Inc.",OTC
NVAC,0001859807,NorthView Acquisition Corp,Nasdaq
GIFI,0001031623,GULF ISLAND FABRICATION INC,Nasdaq
GCV,0000845611,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC,NYSE
SEZL,0001662991,Sezzle Inc.,Nasdaq
ENZ,0000316253,ENZO BIOCHEM INC,NYSE
DMYY,0001915380,"dMY Squared Technology Group, Inc.",NYSE
ACRS,0001557746,"Aclaris Therapeutics, Inc.",Nasdaq
CASI,0001962738,"CASI Pharmaceuticals, Inc.",Nasdaq
CETY,0001329606,"Clean Energy Technologies, Inc.",Nasdaq
IAE,0001385632,Voya Asia Pacific High Dividend Equity Income Fund,NYSE
ACR,0001332551,ACRES Commercial Realty Corp.,NYSE
AONC,0001839998,"American Oncology Network, Inc.",Nasdaq
SPRO,0001701108,"Spero Therapeutics, Inc.",Nasdaq
LUDG,0001960262,"LUDWIG ENTERPRISES, INC.",OTC
MFD,0001276469,MACQUARIE/FIRST TRUST GLOBAL INFRASTR/UTIL DIV & INC FUND,NYSE
VLT,0000846671,Invesco High Income Trust II,NYSE
MGYR,0001337068,"Magyar Bancorp, Inc.",Nasdaq
IDR,0001030192,"Idaho Strategic Resources, Inc.",NYSE
PET,0001842356,Wag! Group Co.,Nasdaq
SPRU,0001772720,SPRUCE POWER HOLDING CORP,NYSE
NEOV,0001748137,NeoVolta Inc.,Nasdaq
KYCH,0001865701,Keyarch Acquisition Corp,Nasdaq
PMVC,0001807765,PMV Consumer Acquisition Corp.,OTC
SRL,0000016859,Scully Royalty Ltd.,NYSE
EJH,0001769768,E-Home Household Service Holdings Ltd,Nasdaq
VICP,0001468639,"Vicapsys Life Sciences, Inc.",OTC
CLOE,0001849058,Clover Leaf Capital Corp.,Nasdaq
VIA,0001606268,"Via Renewables, Inc.",Nasdaq
OCUP,0001228627,"Ocuphire Pharma, Inc.",Nasdaq
NVNI,0001965143,Nvni Group Ltd,Nasdaq
CLDI,0001855485,"Calidi Biotherapeutics, Inc.",NYSE
CXDO,0001075736,"Crexendo, Inc.",Nasdaq
INTE,0001850262,Integral Acquisition Corp 1,Nasdaq
LEE,0000058361,"LEE ENTERPRISES, Inc",Nasdaq
CULP,0000723603,CULP INC,NYSE
GLV,0001288795,Clough Global Dividend & Income Fund,NYSE
BEEP,0001847874,Mobile Infrastructure Corp,NYSE
ANVS,0001477845,"Annovis Bio, Inc.",NYSE
ONDS,0001646188,Ondas Holdings Inc.,Nasdaq
KZR,0001645666,"Kezar Life Sciences, Inc.",Nasdaq
PYXS,0001782223,"Pyxis Oncology, Inc.",Nasdaq
GSIT,0001126741,GSI TECHNOLOGY INC,Nasdaq
LUNR,0001844452,"Intuitive Machines, Inc.",Nasdaq
WTMA,0001866226,Welsbach Technology Metals Acquisition Corp.,Nasdaq
RBOT,0001812173,Vicarious Surgical Inc.,NYSE
VIOT,0001742770,"Viomi Technology Co., Ltd",Nasdaq
NKGN,0001845459,"NKGen Biotech, Inc.",Nasdaq
THTX,0001512717,Theratechnologies Inc.,Nasdaq
UBCP,0000731653,UNITED BANCORP INC /OH/,Nasdaq
ARBK,0001841675,Argo Blockchain Plc,Nasdaq
PFBX,0000770460,PEOPLES FINANCIAL CORP /MS/,OTC
LBBB,0001867287,Lakeshore Acquisition II Corp.,Nasdaq
JAQC,0001817868,Jupiter Acquisition Corp,Nasdaq
TBNK,0001447051,Territorial Bancorp Inc.,Nasdaq
ROCL,0001885998,Roth CH Acquisition V Co.,Nasdaq
MCHX,0001224133,MARCHEX INC,Nasdaq
BHG,0001671284,Bright Health Group Inc.,NYSE
XOS,0001819493,"Xos, Inc.",Nasdaq
AFAR,0001901886,Aura Fat Projects Acquisition Corp,Nasdaq
ATHA,0001620463,"Athira Pharma, Inc.",Nasdaq
SOHO,0001301236,Sotherly Hotels Inc.,Nasdaq
PSIX,0001137091,"POWER SOLUTIONS INTERNATIONAL, INC.",OTC
BCRD,0001496690,"BlueOne Card, Inc.",OTC
PGZ,0001557523,Principal Real Estate Income Fund,NYSE
NHTC,0000912061,NATURAL HEALTH TRENDS CORP,Nasdaq
FVTI,0001626745,"Fortune Valley Treasures, Inc.",OTC
RFLFY,0001448815,Raffles Education Corp Ltd,OTC
MUGH,0001746119,MU GLOBAL HOLDING Ltd,OTC
MPIR,0000815577,Empire Diversified Energy Inc,OTC
ADAG,0001818838,Adagene Inc.,Nasdaq
CSLR,0001838987,"Complete Solaria, Inc.",Nasdaq
SCYX,0001178253,SCYNEXIS INC,Nasdaq
FOSL,0000883569,"Fossil Group, Inc.",Nasdaq
SEPA,0001849902,SEP Acquisition Corp.,Nasdaq
RSKIA,0000084112,"GEORGE RISK INDUSTRIES, INC.",OTC
KORE,0001855457,"KORE Group Holdings, Inc.",NYSE
PDEX,0000788920,PRO DEX INC,Nasdaq
SCOR,0001158172,"COMSCORE, INC.",Nasdaq
ROSE,0001870129,Rose Hill Acquisition Corp,Nasdaq
DLA,0001101396,"DELTA APPAREL, INC",NYSE
ORRCF,0001390352,OROCO RESOURCE CORP,OTC
NSPR,0001433607,"InspireMD, Inc.",Nasdaq
SRFM,0001936224,SURF AIR MOBILITY INC.,NYSE
CTCX,0001842939,Carmell Corp,Nasdaq
LSBK,0001341318,"LAKE SHORE BANCORP, INC.",Nasdaq
ASM,0000316888,AVINO SILVER & GOLD MINES LTD,NYSE
TPCS,0001328792,TECHPRECISION CORP,Nasdaq
NMS,0001607997,Nuveen Minnesota Quality Municipal Income Fund,NYSE
STCB,0001539850,"Starco Brands, Inc.",OTC
CLSD,0001539029,"Clearside Biomedical, Inc.",Nasdaq
VBFC,0001290476,Village Bank & Trust Financial Corp.,Nasdaq
DCTH,0000872912,"DELCATH SYSTEMS, INC.",Nasdaq
CLGN,0001631487,CollPlant Biotechnologies Ltd,Nasdaq
PVCT,0000315545,"PROVECTUS BIOPHARMACEUTICALS, INC.",OTC
PRT,0001724009,PermRock Royalty Trust,NYSE
ASXC,0000876378,"ASENSUS SURGICAL, INC.",NYSE
REDW,0000942895,REDWOOD FINANCIAL INC /MN/,OTC
EYEN,0001682639,"EYENOVIA, INC.",Nasdaq
CRGE,0001277250,"Charge Enterprises, Inc.",Nasdaq
ISDR,0000843006,ISSUER DIRECT CORP,NYSE
PPSI,0001449792,"PIONEER POWER SOLUTIONS, INC.",Nasdaq
SYRS,0001556263,"Syros Pharmaceuticals, Inc.",Nasdaq
TCBC,0001850398,"TC Bancshares, Inc.",Nasdaq
LEAT,0001456189,Leatt Corp,OTC
YHGJ,0001042187,YUNHONG GREEN CTI LTD.,Nasdaq
FAM,0001302624,FIRST TRUST/ABRDN GLOBAL OPPORTUNITY INCOME FUND,NYSE
IGTA,0001866838,Inception Growth Acquisition Ltd,Nasdaq
ASCA,0001868775,ASPAC I Acquisition Corp.,Nasdaq
ACAC,0001914023,Acri Capital Acquisition Corp,Nasdaq
SSIC,0001843162,Silver Spike Investment Corp.,Nasdaq
MBTC,0001837344,Nocturne Acquisition Corp,Nasdaq
CLNN,0001822791,Clene Inc.,Nasdaq
RSF,0001644771,"RiverNorth Capital & Income Fund, Inc.",NYSE
SOND,0001819395,Sonder Holdings Inc.,Nasdaq
ANEB,0001815974,"Anebulo Pharmaceuticals, Inc.",Nasdaq
CIPI,0001108645,Correlate Energy Corp.,OTC
SLBK,0001657642,"Skyline Bankshares, Inc.",OTC
FMBM,0000740806,F&M BANK CORP,OTC
GEG,0001831096,"Great Elm Group, Inc.",Nasdaq
SERA,0001534969,"SERA PROGNOSTICS, INC.",Nasdaq
BGXX,0001886799,Bright Green Corp,Nasdaq
FLUX,0001083743,"Flux Power Holdings, Inc.",Nasdaq
PTWO,0001930313,"Pono Capital Two, Inc.",Nasdaq
YS,0001946399,"YS Biopharma Co., Ltd.",Nasdaq
IHTA,0001698508,Invesco High Income 2024 Target Term Fund,NYSE
BNIX,0001845942,Bannix Acquisition Corp.,Nasdaq
MLSS,0000855683,MILESTONE SCIENTIFIC INC.,NYSE
NWPP,0001163389,NEW PEOPLES BANKSHARES INC,OTC
ILLMF,0001861233,illumin Holdings Inc.,OTC
ADCT,0001771910,ADC Therapeutics SA,NYSE
NOTV,0000720154,"Inotiv, Inc.",Nasdaq
CXH,0000847411,MFS INVESTMENT GRADE MUNICIPAL TRUST,NYSE
CIZN,0001075706,CITIZENS HOLDING CO /MS/,Nasdaq
PRE,0001876431,Prenetics Global Ltd,Nasdaq
BNGO,0001411690,"Bionano Genomics, Inc.",Nasdaq
VNRX,0000093314,VOLITIONRX LTD,NYSE
QUBT,0001758009,Quantum Computing Inc.,Nasdaq
CTSO,0001175151,Cytosorbents Corp,Nasdaq
BHM,0001903382,"Bluerock Homes Trust, Inc.",NYSE
JOB,0000040570,GEE Group Inc.,NYSE
NGM,0001426332,NGM BIOPHARMACEUTICALS INC,Nasdaq
CARA,0001346830,"Cara Therapeutics, Inc.",Nasdaq
HLP,0001855557,Hongli Group Inc.,Nasdaq
STCN,0000914712,"Steel Connect, Inc.",Nasdaq
PRST,0001822145,Presto Automation Inc.,Nasdaq
LRFC,0001571329,Logan Ridge Finance Corp.,Nasdaq
BRBS,0000842717,"BLUE RIDGE BANKSHARES, INC.",NYSE
PNF,0001140410,PIMCO NEW YORK MUNICIPAL INCOME FUND,NYSE
IXHL,0001873875,Incannex Healthcare Ltd,Nasdaq
VYNE,0001566044,VYNE Therapeutics Inc.,Nasdaq
WMLLF,0001077640,Wealth Minerals Ltd.,OTC
KSBI,0000912764,KS BANCORP INC,OTC
HHGC,0001822886,HHG Capital Corp,Nasdaq
CGEN,0001119774,COMPUGEN LTD,Nasdaq
UWHR,0000898171,UWHARRIE CAPITAL CORP,OTC
TLSA,0001723069,Tiziana Life Sciences Ltd,Nasdaq
EEA,0000791718,"EUROPEAN EQUITY FUND, INC / MD",NYSE
MTMV,0001393044,Motomova Inc,OTC
OKYO,0001849296,OKYO Pharma Ltd,Nasdaq
RGT,0001514490,"ROYCE GLOBAL VALUE TRUST, INC.",NYSE
CRDL,0001702123,Cardiol Therapeutics Inc.,Nasdaq
RMTI,0001041024,"ROCKWELL MEDICAL, INC.",Nasdaq
KPEA,0001502557,Kun Peng International Ltd.,OTC
AVRO,0001681087,"AVROBIO, Inc.",Nasdaq
LODE,0001120970,Comstock Inc.,NYSE
HYSR,0001481028,"SUNHYDROGEN, INC.",OTC
SMAP,0001863990,Sportsmap Tech Acquisition Corp.,Nasdaq
CEE,0000860489,"CENTRAL & EASTERN EUROPE FUND, INC.",NYSE
TTP,0001526329,"TORTOISE PIPELINE & ENERGY FUND, INC.",NYSE
DUNE,0001817232,Dune Acquisition Corp,Nasdaq
UXIN,0001729173,Uxin Ltd,Nasdaq
CRVO,0001053691,CervoMed Inc.,Nasdaq
ARIZ,0001882078,Arisz Acquisition Corp.,Nasdaq
PATI,0001616741,"PATRIOT TRANSPORTATION HOLDING, INC.",Nasdaq
WIMI,0001770088,WiMi Hologram Cloud Inc.,Nasdaq
CCTS,0001865861,Cactus Acquisition Corp. 1 Ltd,Nasdaq
APT,0000884269,ALPHA PRO TECH LTD,NYSE
LUCD,0001799011,Lucid Diagnostics Inc.,Nasdaq
PEPL,0001873324,PepperLime Health Acquisition Corp,Nasdaq
OHAA,0001870778,Opy Acquisition Corp. I,Nasdaq
UMEWF,0001114936,UMeWorld Ltd,OTC
SPRB,0001683553,"SPRUCE BIOSCIENCES, INC.",Nasdaq
FTHM,0001753162,Fathom Holdings Inc.,Nasdaq
FUSB,0000717806,"FIRST US BANCSHARES, INC.",Nasdaq
KXIN,0001713539,Kaixin Auto Holdings,Nasdaq
ATRA,0001604464,"Atara Biotherapeutics, Inc.",Nasdaq
HUIZ,0001778982,Huize Holding Ltd,Nasdaq
ELTX,0001601485,"Elicio Therapeutics, Inc.",Nasdaq
RTGN,0001836295,RetinalGenix Technologies Inc.,OTC
ALGS,0001799448,"Aligos Therapeutics, Inc.",Nasdaq
ARKR,0000779544,ARK RESTAURANTS CORP,Nasdaq
LPTX,0001509745,"LEAP THERAPEUTICS, INC.",Nasdaq
DYAI,0001213809,DYADIC INTERNATIONAL INC,Nasdaq
RDI,0000716634,READING INTERNATIONAL INC,Nasdaq
DTIL,0001357874,PRECISION BIOSCIENCES INC,Nasdaq
RACY,0001860484,Relativity Acquisition Corp,Nasdaq
AP,0000006176,AMPCO PITTSBURGH CORP,NYSE
PODC,0001940177,"PodcastOne, Inc.",Nasdaq
SMSI,0000948708,"SMITH MICRO SOFTWARE, INC.",Nasdaq
EAR,0001719395,"Eargo, Inc.",Nasdaq
DMA,0001523289,Destra Multi-Alternative Fund,NYSE
DHAC,0001864531,DIGITAL HEALTH ACQUISITION CORP.,Nasdaq
GEVI,0000894556,"General Enterprise Ventures, Inc.",OTC
CLST,0001849867,"Catalyst Bancorp, Inc.",Nasdaq
COYA,0001835022,"Coya Therapeutics, Inc.",Nasdaq
ALLT,0001365767,Allot Ltd.,Nasdaq
JMM,0000838131,Nuveen Multi-Market Income Fund,NYSE
